Route_ID,Pallet_ID,Timestamp,Latitude,Longitude
0_Austin_Los Angeles,C71205,2025-02-14 00:01:54,30.702953,-101.125311
0_Austin_Los Angeles,S81206,2025-02-14 10:06:30,30.67786,-101.331673
0_Austin_Los Angeles,W7288,2025-02-14 21:33:12,31.17383,-105.360124
0_Austin_Los Angeles,N6263,2025-02-14 11:56:06,31.470985,-106.058918
0_Austin_Los Angeles,U91645,2025-02-14 12:23:24,31.800323,-106.519953
0_Austin_Los Angeles,K3265,2025-02-14 22:28:00,31.84076,-106.570713
0_Austin_Los Angeles,X4275,2025-02-14 13:18:12,32.354739,-108.749532
0_Austin_Los Angeles,H9296,2025-02-14 23:22:48,32.237887,-108.95397
0_Austin_Los Angeles,E51395,2025-02-14 23:22:48,32.237887,-108.95397
0_Austin_Los Angeles,J2251,2025-02-14 03:41:06,32.330045,-109.513703
0_Austin_Los Angeles,D0627,2025-02-14 03:41:06,32.330045,-109.513703
0_Austin_Los Angeles,P61649,2025-02-14 03:41:06,32.330045,-109.513703
0_Austin_Los Angeles,N9689,2025-02-14 04:08:24,31.965654,-110.460674
0_Austin_Los Angeles,T7253,2025-02-14 14:13:00,31.985766,-110.565191
0_Austin_Los Angeles,K41556,2025-02-14 14:13:00,31.985766,-110.565191
0_Austin_Los Angeles,U81573,2025-02-14 14:13:00,31.985766,-110.565191
0_Austin_Los Angeles,T81226,2025-02-14 04:35:48,32.198035,-110.978641
0_Austin_Los Angeles,J11227,2025-02-14 14:40:24,32.258584,-110.999965
0_Austin_Los Angeles,L0690,2025-02-14 14:40:24,32.258584,-110.999965
0_Austin_Los Angeles,Y0780,2025-02-14 05:03:12,32.858569,-111.687016
0_Austin_Los Angeles,U2283,2025-02-14 15:07:48,33.028523,-111.773004
0_Austin_Los Angeles,H31228,2025-02-14 15:07:48,33.028523,-111.773004
0_Austin_Los Angeles,U4781,2025-02-14 15:07:48,33.028523,-111.773004
0_Austin_Los Angeles,S8885,2025-02-14 05:30:36,33.462156,-112.054102
0_Austin_Los Angeles,M3672,2025-02-14 15:35:12,33.462893,-112.165938
0_Austin_Los Angeles,K2788,2025-02-14 06:52:48,33.71521,-116.176698
0_Austin_Los Angeles,T6269,2025-02-14 06:52:48,33.71521,-116.176698
0_Austin_Los Angeles,J0292,2025-02-14 16:57:24,33.75427,-116.283393
0_Austin_Los Angeles,P9791,2025-02-14 16:57:24,33.75427,-116.283393
0_Austin_Los Angeles,V21579,2025-02-14 07:20:12,33.931462,-116.986167
0_Austin_Los Angeles,N11378,2025-02-14 17:24:42,33.980253,-117.05068
0_Austin_Los Angeles,U91357,2025-02-14 07:47:36,34.068159,-117.600902
0_Austin_Los Angeles,D11401,2025-02-14 07:47:36,34.068159,-117.600902
0_Austin_Los Angeles,P0270,2025-02-14 17:52:06,34.078487,-117.741233
1_Austin_Los Angeles,M41220,2025-02-14 03:21:42,34.297959,-102.842296
1_Austin_Los Angeles,J11227,2025-02-14 14:39:06,34.378026,-103.001181
1_Austin_Los Angeles,E7300,2025-02-14 07:33:42,34.65805,-104.32845
1_Austin_Los Angeles,K1282,2025-02-14 04:01:00,35.085119,-106.24596
1_Austin_Los Angeles,T91558,2025-02-14 15:18:30,35.110422,-106.308678
1_Austin_Los Angeles,B7883,2025-02-14 19:30:30,35.14745,-107.860278
1_Austin_Los Angeles,R71233,2025-02-14 15:57:48,35.528821,-108.750644
1_Austin_Los Angeles,U4295,2025-02-14 01:07:42,35.192302,-109.427982
1_Austin_Los Angeles,E0654,2025-02-14 20:09:54,35.044323,-110.755936
1_Austin_Los Angeles,Q71389,2025-02-14 01:47:00,35.219661,-112.280628
1_Austin_Los Angeles,V11554,2025-02-14 13:04:30,35.216819,-112.396486
1_Austin_Los Angeles,R11572,2025-02-14 13:04:30,35.216819,-112.396486
1_Austin_Los Angeles,Y71383,2025-02-14 09:31:48,35.189655,-113.443089
1_Austin_Los Angeles,V91253,2025-02-14 09:31:48,35.189655,-113.443089
1_Austin_Los Angeles,P4640,2025-02-14 17:16:30,34.754437,-114.217742
1_Austin_Los Angeles,O61367,2025-02-14 02:26:24,34.881782,-114.791128
1_Austin_Los Angeles,F4658,2025-02-14 02:26:24,34.881782,-114.791128
1_Austin_Los Angeles,J41263,2025-02-14 02:26:24,34.881782,-114.791128
1_Austin_Los Angeles,N11361,2025-02-14 10:11:06,34.739191,-116.31212
1_Austin_Los Angeles,W7288,2025-02-14 21:28:36,34.829564,-116.687868
1_Austin_Los Angeles,N51354,2025-02-14 06:38:24,34.345098,-117.48003
1_Austin_Los Angeles,P7323,2025-02-14 06:38:24,34.345098,-117.48003
1_Austin_Los Angeles,F0639,2025-02-14 06:38:24,34.345098,-117.48003
1_Austin_Los Angeles,T21358,2025-02-14 17:55:54,34.245958,-117.436745
1_Austin_Los Angeles,P0270,2025-02-14 17:55:54,34.245958,-117.436745
1_Austin_Los Angeles,W41402,2025-02-14 17:55:54,34.245958,-117.436745
1_Austin_Los Angeles,I31245,2025-02-14 17:55:54,34.245958,-117.436745
1_Austin_Los Angeles,U91396,2025-02-14 14:23:12,34.06855,-118.039609
1_Austin_Los Angeles,W0887,2025-02-14 14:23:12,34.06855,-118.039609
0_Austin_Philadelphia,U21646,2025-02-14 22:45:06,33.392277,-94.588734
0_Austin_Philadelphia,D51632,2025-02-14 14:59:30,33.755894,-93.49768
0_Austin_Philadelphia,E61523,2025-02-14 07:13:54,34.641203,-92.443069
0_Austin_Philadelphia,N11375,2025-02-14 12:36:30,35.155545,-89.880261
0_Austin_Philadelphia,S8885,2025-02-14 23:03:18,35.371424,-89.469243
0_Austin_Philadelphia,O11673,2025-02-14 23:03:18,35.371424,-89.469243
0_Austin_Philadelphia,V01038,2025-02-14 04:50:54,35.93808,-87.570947
0_Austin_Philadelphia,V2893,2025-02-14 15:17:42,36.023619,-87.289516
0_Austin_Philadelphia,I81643,2025-02-14 07:32:06,36.142023,-86.652231
0_Austin_Philadelphia,F7906,2025-02-14 07:32:06,36.142023,-86.652231
0_Austin_Philadelphia,P3889,2025-02-14 17:59:00,36.191099,-86.180908
0_Austin_Philadelphia,H61364,2025-02-14 17:59:00,36.191099,-86.180908
0_Austin_Philadelphia,H61047,2025-02-14 10:13:24,36.080322,-85.211352
0_Austin_Philadelphia,Z01371,2025-02-14 10:13:24,36.080322,-85.211352
0_Austin_Philadelphia,Z7634,2025-02-14 20:40:18,35.929426,-84.919016
0_Austin_Philadelphia,F4646,2025-02-14 02:27:48,35.871363,-84.268608
0_Austin_Philadelphia,G91672,2025-02-14 02:27:48,35.871363,-84.268608
0_Austin_Philadelphia,B01536,2025-02-14 12:54:42,35.937854,-84.00955
0_Austin_Philadelphia,F61636,2025-02-14 23:21:36,35.976589,-83.918064
0_Austin_Philadelphia,X51023,2025-02-14 05:09:06,36.205819,-83.091555
0_Austin_Philadelphia,S31664,2025-02-14 18:17:12,36.690195,-82.020101
0_Austin_Philadelphia,Y0623,2025-02-14 00:04:42,36.807306,-81.663253
0_Austin_Philadelphia,B7883,2025-02-14 00:04:42,36.807306,-81.663253
0_Austin_Philadelphia,T31690,2025-02-14 00:04:42,36.807306,-81.663253
0_Austin_Philadelphia,J21650,2025-02-14 10:31:36,36.811208,-81.572145
0_Austin_Philadelphia,L31532,2025-02-14 20:58:30,36.831458,-81.501528
0_Austin_Philadelphia,X01352,2025-02-14 20:58:30,36.831458,-81.501528
0_Austin_Philadelphia,M41517,2025-02-14 02:46:00,36.954888,-81.055649
0_Austin_Philadelphia,G01535,2025-02-14 02:46:00,36.954888,-81.055649
0_Austin_Philadelphia,J4271,2025-02-14 02:46:00,36.954888,-81.055649
0_Austin_Philadelphia,T4874,2025-02-14 13:12:54,36.937984,-80.99992
0_Austin_Philadelphia,N51354,2025-02-14 13:12:54,36.937984,-80.99992
0_Austin_Philadelphia,A1648,2025-02-14 23:39:48,36.947365,-80.896203
0_Austin_Philadelphia,X2929,2025-02-14 23:39:48,36.947365,-80.896203
0_Austin_Philadelphia,Y61694,2025-02-14 23:39:48,36.947365,-80.896203
0_Austin_Philadelphia,X41028,2025-02-14 15:54:12,37.153089,-80.326981
0_Austin_Philadelphia,P61649,2025-02-14 00:22:54,37.60927,-79.614058
0_Austin_Philadelphia,S21000,2025-02-14 10:49:48,37.655356,-79.54104
0_Austin_Philadelphia,I81643,2025-02-14 10:49:48,37.655356,-79.54104
0_Austin_Philadelphia,G21658,2025-02-14 23:58:00,38.190419,-78.996975
0_Austin_Philadelphia,R81640,2025-02-14 16:12:24,38.516355,-78.779091
0_Austin_Philadelphia,P11420,2025-02-14 08:26:48,39.007978,-78.301016
0_Austin_Philadelphia,S3907,2025-02-14 18:53:36,38.953909,-78.182567
0_Austin_Philadelphia,Q41642,2025-02-14 00:41:06,38.854633,-77.80025
0_Austin_Philadelphia,G6913,2025-02-14 11:08:00,38.824116,-77.704771
0_Austin_Philadelphia,C01014,2025-02-14 21:34:54,38.797786,-77.585908
0_Austin_Philadelphia,W5902,2025-02-14 21:34:54,38.797786,-77.585908
0_Austin_Philadelphia,E01407,2025-02-14 21:34:54,38.797786,-77.585908
0_Austin_Philadelphia,H7625,2025-02-14 03:22:24,38.965569,-77.180548
0_Austin_Philadelphia,K81656,2025-02-14 03:22:24,38.965569,-77.180548
0_Austin_Philadelphia,W1911,2025-02-14 13:49:18,39.012999,-77.13393
0_Austin_Philadelphia,G41411,2025-02-14 13:49:18,39.012999,-77.13393
0_Austin_Philadelphia,Z9272,2025-02-14 13:49:18,39.012999,-77.13393
0_Austin_Philadelphia,N11378,2025-02-14 13:49:18,39.012999,-77.13393
0_Austin_Philadelphia,P21416,2025-02-14 06:03:42,39.216524,-76.729176
0_Austin_Philadelphia,Q0653,2025-02-14 16:30:36,39.229013,-76.624973
0_Austin_Philadelphia,F61636,2025-02-14 16:30:36,39.229013,-76.624973
0_Austin_Philadelphia,J51688,2025-02-14 08:45:00,39.461256,-76.299541
0_Austin_Philadelphia,O11404,2025-02-14 19:11:48,39.533195,-76.17742
0_Austin_Philadelphia,O61367,2025-02-14 19:11:48,39.533195,-76.17742
0_Austin_Philadelphia,Z11374,2025-02-14 11:26:12,39.701861,-75.592327
0_Austin_Philadelphia,A11633,2025-02-14 21:53:06,39.716877,-75.563862
0_Austin_Philadelphia,P61649,2025-02-14 03:40:36,39.876178,-75.267255
